web-scraper-order,web-scraper-start-url,idName,idName-href,name,image-src,candidateConnection,contactLinks1,contactLinks1-href,contactLinks2,contactLinks2-href,contactLinks3,contactLinks3-href,contactLinks4,contactLinks4-href,contactLinks5,contactLinks5-href,contactLinks6,contactLinks6-href
1585129561-979,https://dev.thegoodparty.org/scrape/candidates,509|Donna Shalala|incumbent,https://ballotpedia.org/Donna_Shalala,Donna Shalala,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/shalala.jpg,null,Official website,https://shalala.house.gov/,Official Facebook,https://www.facebook.com/RepShalala/,Official Twitter,https://www.twitter.com/RepShalala,Campaign website,https://donnashalala.com/,Campaign Facebook,https://www.facebook.com/donnashalalaforcongress/,Campaign Twitter,https://www.twitter.com/donnashalala
1585127154-569,https://dev.thegoodparty.org/scrape/candidates,1156|David Valadao|,https://ballotpedia.org/David_Valadao,David Valadao,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/David_Valadao.jpg,null,Campaign website,http://www.valadaoforcongress.com/,Campaign Facebook,http://www.facebook.com/ValadaoforCongress,Campaign Twitter,https://www.twitter.com/dgvaladao,Personal Facebook,https://www.facebook.com/ValadaoforCongress/,null,,null,
1585126722-491,https://dev.thegoodparty.org/scrape/candidates,1244|Robert Marshall|,https://ballotpedia.org/Robert_Marshall,Robert Marshall,,null,,,null,,null,,null,,null,,null,
1585124581-92,https://dev.thegoodparty.org/scrape/candidates,1686|Juan Fiol|,https://ballotpedia.org/Juan_Fiol,Juan Fiol,https://cdn.ballotpedia.org/images/thumb/f/fb/Silhouette_Placeholder_Image.png/150px-Silhouette_Placeholder_Image.png,null,Campaign website,https://fiolforcongress.com/,Campaign Twitter,https://www.twitter.com/juan_e_fiol,Personal Facebook,https://www.facebook.com/juan.fiol.8,null,,null,,null,
1585129632-986,https://dev.thegoodparty.org/scrape/candidates,505|Sharice Davids|incumbent,https://ballotpedia.org/Sharice_Davids,Sharice Davids,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/SHARICE_DAVIDS.jpg,null,Official website,https://davids.house.gov/,Official Facebook,https://www.facebook.com/RepDavids,Official Twitter,https://www.twitter.com/RepDavids,Campaign website,https://www.shariceforcongress.com/home,Campaign Facebook,https://www.facebook.com/ShariceforCongress/,Campaign Twitter,https://www.twitter.com/sharicedavids
1585126262-403,https://dev.thegoodparty.org/scrape/candidates,1341|Carolyn Long|,https://ballotpedia.org/Carolyn_Long,Carolyn Long,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/CarolynLong.jpeg,null,Campaign website,https://electlong.com/,Campaign Facebook,https://www.facebook.com/ElectCarolynLong/,Campaign Twitter,https://www.twitter.com/ElectLong,null,,null,,null,
1585126658-477,https://dev.thegoodparty.org/scrape/candidates,1259|Deborah Ross|,https://ballotpedia.org/Deborah_Ross,Deborah Ross,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/DeborahRoss.jpg,null,Campaign website,https://www.deborahross.com/,Campaign Facebook,https://www.facebook.com/RossForNorthCarolina/,Campaign Twitter,https://www.twitter.com/deborahrossNC,null,,null,,null,
1585137126-1292,https://dev.thegoodparty.org/scrape/candidates,87|Ken Calvert|incumbent,https://ballotpedia.org/Ken_Calvert,Ken Calvert,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Ken_Calvert.jpg,null,Official website,https://calvert.house.gov/,Official Facebook,https://www.facebook.com/RepKenCalvert/,Official Twitter,https://www.twitter.com/KenCalvert,Campaign website,https://www.calvertforcongress.com/,Campaign Facebook,https://www.facebook.com/CalvertforCongress/,Campaign Twitter,https://www.twitter.com/TeamCalvert
1585124672-111,https://dev.thegoodparty.org/scrape/candidates,1667|Nicole Malliotakis|,https://ballotpedia.org/Nicole_Malliotakis,Nicole Malliotakis,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/NicoleMalliotakis.jpg,null,Campaign website,http://nicolemalliotakis.com/,Campaign Facebook,https://www.facebook.com/NMalliotakis/,Campaign Twitter,https://www.twitter.com/NMalliotakis,null,,null,,null,
1585130116-1052,https://dev.thegoodparty.org/scrape/candidates,417|Drew Ferguson|incumbent,https://ballotpedia.org/Drew_Ferguson,Drew Ferguson,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Drew_Ferguson_official_congressional_photo.jpg,null,Official website,https://ferguson.house.gov/,Official Facebook,https://www.facebook.com/RepDrewFerguson/,Official Twitter,https://www.twitter.com/RepDrewFerguson,Campaign website,https://fergusonforgeorgia.com/conservative-for-georgia/,Campaign Facebook,https://www.facebook.com/drewfergusonforcongress,Campaign Twitter,https://www.twitter.com/DrewFergusonGA
1585132342-1160,https://dev.thegoodparty.org/scrape/candidates,215|Glenn Thompson|incumbent,https://ballotpedia.org/Glenn_Thompson,Glenn Thompson,,null,,,null,,null,,null,,null,,null,
1585124682-113,https://dev.thegoodparty.org/scrape/candidates,1665|Jineea Butler|,https://ballotpedia.org/Jineea_Butler,Jineea Butler,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/jineeabutlerheadshot.jpg,null,Personal Facebook,https://www.facebook.com/jineea.butler.94,null,,null,,null,,null,,null,
1585126980-538,https://dev.thegoodparty.org/scrape/candidates,1190|Richard Goble|,https://ballotpedia.org/Richard_Goble,Richard Goble,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Feb202020200PM_80182230_ScreenShot20191202at3.31.22PM.png,"<div class=""survey-result"">
				<p class=""survey-question"">Who are you? Tell us about yourself in 300 words or less.</p>
				<p class=""survey-response"">  I am Richard Goble, running for U.S. Congressman in District 7.  I support small businesses and stand for the second amendment.  From living in this district as well, I will support and defend each and everyone of you.</p>
			</div>
						    <div class=""survey-result"">
				<p class=""survey-question"">Please list below 3 key messages of your campaign. What are the main points you want voters to remember about your goals for your time in office?</p>
				<ul class=""key-messages"">
					<li>End the Unnecessary Endless Wars, and Maintain the Best Military and Lower Taxes for All Working People.</li>
					<li>Improve Our Roads and Transportation Systems, Improve Economic Opportunity and Access to the Capital Markets for All </li>
					<li>Protect Free Speech, Right to Protect Ourselves, Protect the Health of the Unborn and Women Health.</li>
				</ul>
			</div>
							<div class=""survey-result"">
				<p class=""survey-question"">What areas of public policy are you personally passionate about?</p>
				<p class=""survey-response"">Without capitalism, our country will lose our great safety nets and the ability to properly protect our people.  All people and small businesses should have uninhibited access to the capital markets, which will permit our country, our people, and our standard of living to continue to flourish!

Our roads in Central Florida need improving and need more federal dollars to help with these improvements.  A train system should not be stopping auto traffic and should be forcing our county governments to fund these failing transportation programs. 

The first Amendment and Second Amendment to our Constitution need to be protected. Without our Second Amendment rights, we greatly risk losing our First Amendment Rights.

Lowering taxes for all working people is always important and should be the thoroughly address in every federal budget bill.

Supporting our great President, Donald J. Trump, is very important while he is keeping his promises and draining the swamp and making our Country Great Again! 

Supporting and protecting the health of the unborn and women's health are extremely important.</p>
			</div>
					<div class=""survey-result"">
				<p class=""survey-question"">Who do you look up to? Whose example would you like to follow, and why?</p>
				<p class=""survey-response"">The person I most look up to is Ronald Reagan because of his  social and leadership skills. I would like to follow Ronald Reagan because he made a difference and improved the human condition for hundreds of millions of  people.</p>
			</div>
					<div class=""survey-result"">
				<p class=""survey-question"">What is the first historical event that happened in your lifetime that you remember? How old were you at the time?</p>
				<p class=""survey-response"">The first historical event  that I remember is watching Neil Armstrong take his first steps on the moon in 1969. At the time I was 8 years old, remembering how hugely monumental this event was to the world . </p>
			</div>
					<div class=""survey-result"">
				<p class=""survey-question"">What was your very first job? How long did you have it?</p>
				<p class=""survey-response"">The first job I had was a paperboy in Enon, Ohio at the age of 12. I had this job for two years delivering newspapers in snow, sleet, and rain. Even when the Ohio roads were closed because of weather, I still delivered the newspaper daily on my bicycle.</p>
			</div>
					<div class=""survey-result"">
				<p class=""survey-question"">What qualities does the U.S. House of Representatives possess that makes it unique as an institution?</p>
				<p class=""survey-response"">There are 435 U.S. House of Representatives each with one vote.  It is extremely important that our District 7 in Central Florida vote is clearly reflected of the views of our district. That one vote is not used to further benefit the large donars and oligarchs and instead is used to greatly benefit our local roads,  medical care, financial freedom, an d the continued pursuit of happiness.</p>
			</div>
					<div class=""survey-result"">
				<p class=""survey-question"">What do you perceive to be the United States’ greatest challenges as a nation over the next decade?</p>
				<p class=""survey-response"">Our greatest challenge is teaching and using Capitalism to continue to give every U.S. citizen the best opportunity to be able to have the best life, the best liberty, and the continuous pursuit of happiness.

 Another challenge is eliminating racism, hate, corruption, corporate non-utility monopolies.

Providing and improving healthcare for all those in need is a never ending challenge that i'm willing to continue to fight for as well.

Securing more federal dollars to improve our Central Florida roads and highways.</p>
			</div>",Campaign website,https://gobleforcongress.com/,Campaign Facebook,https://www.facebook.com/RichardGobleForCongress/,Campaign Twitter,https://www.twitter.com/ForGoble,null,,null,,null,
1585125809-318,https://dev.thegoodparty.org/scrape/candidates,1433|Tiffany Shedd|,https://ballotpedia.org/Tiffany_Shedd,Tiffany Shedd,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Tiffany_Shedd-7.jpg,null,Campaign website,https://sheddforcongress.com/,Campaign Facebook,http://www.facebook.com/sheddforcongress,Campaign Twitter,https://www.twitter.com/Tiffany_Shedd,null,,null,,null,
1585126280-407,https://dev.thegoodparty.org/scrape/candidates,1336|Mark Gonsalves|,https://ballotpedia.org/Mark_Gonsalves,Mark Gonsalves,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Mark_Gonsalves_Headshot.JPG,null,Campaign website,https://markcongress2020.com/,Campaign Facebook,https://www.facebook.com/MarkCongress2020,Campaign Twitter,https://www.twitter.com/MarkCongressGA7,null,,null,,null,
1585127577-654,https://dev.thegoodparty.org/scrape/candidates,2023|Gretchen Driskell|,https://ballotpedia.org/Gretchen_Driskell,Gretchen Driskell,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Gretchen_Driskell.jpg,null,Campaign website,https://votegretchen.com/,Campaign Facebook,https://www.facebook.com/votegretchen/,Campaign Twitter,https://www.twitter.com/gdriskell,Personal Facebook,https://www.facebook.com/gretchen.driskell,null,,null,
1585124412-60,https://dev.thegoodparty.org/scrape/candidates,1751|Ritchie Torres|,https://ballotpedia.org/Ritchie_Torres,Ritchie Torres,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/RitchieTorres.jpg,null,Campaign website,https://www.torres.nyc/,Campaign Facebook,https://www.facebook.com/RitchieTorresNY15/,Campaign Twitter,https://www.twitter.com/RitchieTorres,Personal Facebook,https://www.facebook.com/ritchie.torres.9,null,,null,
1585136001-1263,https://dev.thegoodparty.org/scrape/candidates,44|Mitch McConnell|incumbent,https://ballotpedia.org/Mitch_McConnell,Mitch McConnell,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/1024px-Mitch_McConnell_official_portrait_112th_Congress.jpg,null,Official website,https://www.mcconnell.senate.gov/public/,Official Facebook,https://www.facebook.com/mitchmcconnell,Official Twitter,https://www.twitter.com/senatemajldr,Campaign website,https://www.teammitch.com/,Campaign Facebook,https://www.facebook.com/McConnellForSenate/,Campaign Twitter,https://www.twitter.com/Team_Mitch
1585128100-766,https://dev.thegoodparty.org/scrape/candidates,1907|Kevin Kahn|,https://ballotpedia.org/Kevin_Kahn,Kevin Kahn,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/KevinKahn.jpg,"<div class=""survey-result"">
				<p class=""survey-question"">Who are you? Tell us about yourself in 300 words or less.</p>
				<p class=""survey-response"">Husband, Father, Entrepreneur, Business owner, Internationalist, Ice hockey enthusiast, Civic minded, Protector of individual liberties</p>
			</div>
						    <div class=""survey-result"">
				<p class=""survey-question"">Please list below 3 key messages of your campaign. What are the main points you want voters to remember about your goals for your time in office?</p>
				<ul class=""key-messages"">
					<li>Reign in the Federal debt.  Balanced budget amendment.  When the economy is strong, work for a surplus budget and pay down the debt</li>
					<li>The 2 party system is no longer working.  A 3rd block of 3rd party / independent representatives is required to keep either of the major parties from an outright majority.  Our democracy will change dramatically for the better</li>
					<li>Ohio is a net donor in pay-ins to the federal system.  We need to make sure that we get an equal payout to support our needs compared to what we pay in.</li>
				</ul>
			</div>
							<div class=""survey-result"">
				<p class=""survey-question"">What areas of public policy are you personally passionate about?</p>
				<p class=""survey-response"">Individual liberties, budget, immigration, foreign trade, separation of powers</p>
			</div>
					<div class=""survey-result"">
				<p class=""survey-question"">Who do you look up to? Whose example would you like to follow, and why?</p>
				<p class=""survey-response"">I look up to my maternal grandfather.  He was once described to me as \""a person I have known for all of my life, and I can't remember ever having a negative personal interaction with him\"".  I'm not sure there is any better description to which a person should aspire</p>
			</div>
					<div class=""survey-result"">
				<p class=""survey-question"">What do you believe are the core responsibilities for someone elected to this office?</p>
				<p class=""survey-response"">Represent the constituency in the federal government.  Report the business of the federal government to the constituency.  Country over party; Branch over party.</p>
			</div>
					<div class=""survey-result"">
				<p class=""survey-question"">What legacy would you like to leave?</p>
				<p class=""survey-response"">An independent voice that helped focus the House back to the business of governing the federally mandated issues and not dividing the country apart through politics.  Reducing the federal debt so that our children and grandchildren do not have to deal with a burden that we leave to them</p>
			</div>
					<div class=""survey-result"">
				<p class=""survey-question"">What qualities does the U.S. House of Representatives possess that makes it unique as an institution?</p>
				<p class=""survey-response"">It is the elected body that is closest to the citizenry.  Therefore it has the powers that most directly affect the population:  power of the purse, power to declare war and power to impeach</p>
			</div>
					<div class=""survey-result"">
				<p class=""survey-question"">Do you believe that it's beneficial for representatives to have previous experience in government or politics?</p>
				<p class=""survey-response"">No, the position of \""representative' wasn't meant to be a career position.  In fact, it wasn't even supposed to be a full-time position.  Expansive growth of the federal government at the expense of States' Rights have morphed it into a body that needs to be reset quite a bit.</p>
			</div>
					<div class=""survey-result"">
				<p class=""survey-question"">If you are not a current representative, are there certain committees that you would want to be a part of?</p>
				<p class=""survey-response"">Appropriations, Budget, Ethics, Foreign Affairs, Oversight, Small Business, Ways and Means</p>
			</div>
					<div class=""survey-result"">
				<p class=""survey-question"">Do you believe that two years is the right term length for representatives?</p>
				<p class=""survey-response"">Absolutely, and with term limits.</p>
			</div>
					<div class=""survey-result"">
				<p class=""survey-question"">What are your thoughts on term limits?</p>
				<p class=""survey-response"">Absolutely necessary.  Politician should not be a profession.  We decided that we didn't want a ruling class about 244 years ago.</p>
			</div>
					<div class=""survey-result"">
				<p class=""survey-question"">Is there a particular representative, past or present, whom you want to model yourself after?</p>
				<p class=""survey-response"">Justin Amash</p>
			</div>",Campaign website,https://kahn4congress.com/,Campaign Facebook,https://www.facebook.com/Kahn4Congress/,Campaign Twitter,https://www.twitter.com/Kahn4C,Personal Facebook,https://www.facebook.com/kevin.kahn.1272,null,,null,
1585135769-1257,https://dev.thegoodparty.org/scrape/candidates,29|Bobby Scott|incumbent,https://ballotpedia.org/Bobby_Scott,Bobby Scott,,null,,,null,,null,,null,,null,,null,
1585129421-963,https://dev.thegoodparty.org/scrape/candidates,518|Jahana Hayes|incumbent,https://ballotpedia.org/Jahana_Hayes,Jahana Hayes,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/JAHANA_HAYES.jpg,null,Official website,https://hayes.house.gov/,Official Facebook,https://www.facebook.com/RepJahanaHayes,Official Twitter,https://www.twitter.com/RepJahanaHayes,Campaign website,https://www.jahanahayes.com/,Campaign Facebook,https://www.facebook.com/jahanahayesct/,Campaign Twitter,https://www.twitter.com/JahanaHayesCT
1585126494-447,https://dev.thegoodparty.org/scrape/candidates,1292|John McCann|,https://ballotpedia.org/John_McCann,John McCann,,null,,,null,,null,,null,,null,,null,
1585134953-1234,https://dev.thegoodparty.org/scrape/candidates,105|Kay Granger|incumbent,https://ballotpedia.org/Kay_Granger,Kay Granger,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Kay_Granger.jpg,null,Official website,https://kaygranger.house.gov/,Official Facebook,http://www.facebook.com/RepKayGranger,Official Twitter,https://www.twitter.com/RepKayGranger,Campaign website,https://kaygranger.com/,Campaign Facebook,http://www.facebook.com/RepKayGranger,Campaign Twitter,https://www.twitter.com/GrangerCampaign
1585125821-321,https://dev.thegoodparty.org/scrape/candidates,1430|Eric Moyer|,https://ballotpedia.org/Eric_Moyer,Eric Moyer,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/EM.png,"<div class=""survey-result"">
				<p class=""survey-question"">Who are you? Tell us about yourself in 300 words or less.</p>
				<p class=""survey-response"">Eric Moyer grew up in Kettering, Ohio to military parents who served for more than 20 years combined as active duty in the United States Air Force and then another 50+ years combined as civil servants at Wright-Patterson Air Force Base. Eric graduated from The Ohio State University with a B.S. in Biomedical Engineering in 2013. While at Ohio State Eric was involved in student government where he advocated to Ohio's entire federal government representation on college affordability and asking them to address the student debt crisis. He also led a group of engineering students on multiple humanitarian trips to install solar powered electrical systems in impoverished Haitian communities - work for which he was recognized with several leadership and environmental awards from Ohio State. 
Upon graduation Eric became a research scientist at the NASA Ames Research Center in the Space Biosciences Division from 2013 to 2017. Eric attended graduate school in the Netherlands before returning to the district to study the genetics of Alzheimer's Disease at the University of Dayton. </p>
			</div>
						    <div class=""survey-result"">
				<p class=""survey-question"">Please list below 3 key messages of your campaign. What are the main points you want voters to remember about your goals for your time in office?</p>
				<ul class=""key-messages"">
					<li>Healthcare is a human right.</li>
					<li>Wages for lower and middle income people have stagnated for too long.</li>
					<li>The quality of public education should not depend on your zip code, and public colleges and trade schools should be debt-free options for all.</li>
				</ul>
			</div>
							<div class=""survey-result"">
				<p class=""survey-question"">What areas of public policy are you personally passionate about?</p>
				<p class=""survey-response"">I will fight to bring access to quality healthcare for all, to restore the dignity of work by increasing wages, and to ensure access to high-quality public education and debt-free public colleges and trade schools for all.</p>
			</div>
					<div class=""survey-result"">
				<p class=""survey-question"">What do you perceive to be the United States’ greatest challenges as a nation over the next decade?</p>
				<p class=""survey-response"">The greatest challenge to the United States is removing the corrupting influence of money from politics. To do his part, Eric is rejecting all contributions from corporations and lobbyists and will fight for campaign finance reform while in Congress.</p>
			</div>",Campaign website,https://www.moyer2020.org/,Campaign Facebook,https://www.facebook.com/esotericmoyer/,Campaign Twitter,https://www.twitter.com/EsotericMoyer,null,,null,,null,
1585126992-540,https://dev.thegoodparty.org/scrape/candidates,1188|Omar Navarro|,https://ballotpedia.org/Omar_Navarro,Omar Navarro,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Omar_Navarro.png,null,Campaign website,https://omarnavarro.com/,Campaign Facebook,https://www.facebook.com/RealOmarNavarro/,Campaign Twitter,https://www.twitter.com/RealOmarNavarro,Personal Facebook,http://www.facebook.com/PRESSGOP,null,,null,
1585128833-909,https://dev.thegoodparty.org/scrape/candidates,511|Kelly Armstrong|incumbent,https://ballotpedia.org/Kelly_Armstrong,Kelly Armstrong,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/KELLY_ARMSTRONG.jpg,null,Official website,https://armstrong.house.gov/,Official Facebook,https://www.facebook.com/RepArmstrongND,Official Twitter,https://www.twitter.com/RepArmstrongND,Campaign Facebook,https://www.facebook.com/ArmstrongND/,null,,null,
1585132798-1172,https://dev.thegoodparty.org/scrape/candidates,218|Blaine Luetkemeyer|incumbent,https://ballotpedia.org/Blaine_Luetkemeyer,Blaine Luetkemeyer,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Blaine_Luetkemeyer.jpg,null,Official website,https://luetkemeyer.house.gov/,Official Facebook,https://www.facebook.com/BlaineLuetkemeyer/,Official Twitter,https://www.twitter.com/RepBlaine,Campaign website,http://www.blaineforcongress.com/,Campaign Facebook,http://www.facebook.com/blaineforcongress,Campaign Twitter,https://www.twitter.com/luetkemeyerb
1585126422-432,https://dev.thegoodparty.org/scrape/candidates,1308|Thomasina Marsili|,https://ballotpedia.org/Thomasina_Marsili,Thomasina Marsili,https://cdn.ballotpedia.org/images/thumb/f/fb/Silhouette_Placeholder_Image.png/150px-Silhouette_Placeholder_Image.png,null,Campaign website,https://www.hopein8.com/,Campaign Facebook,https://www.facebook.com/Hopein8/,Campaign Twitter,https://www.twitter.com/Hope_IN8,Personal Facebook,https://www.facebook.com/ethomasina.marsili.5,null,,null,
1585131502-1138,https://dev.thegoodparty.org/scrape/candidates,276|Bill Keating|incumbent,https://ballotpedia.org/Bill_Keating,Bill Keating,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/William_Keating.jpg,null,Official website,https://keating.house.gov/,Official Facebook,https://www.facebook.com/USRepKeating/,Official Twitter,https://www.twitter.com/USRepKeating,Campaign website,http://www.keatingforcongress.com/,Campaign Facebook,http://www.facebook.com/ElectBillKeating,null,
1585127193-578,https://dev.thegoodparty.org/scrape/candidates,1146|Kiran Sreepada|,https://ballotpedia.org/Kiran_Sreepada,Kiran Sreepada,https://cdn.ballotpedia.org/images/thumb/f/fb/Silhouette_Placeholder_Image.png/150px-Silhouette_Placeholder_Image.png,null,Campaign website,https://www.kiranforcongress.com/,Campaign Facebook,https://www.facebook.com/Kiranforcongress/,Campaign Twitter,https://www.twitter.com/Kiran4congress,null,,null,,null,
1585129694-992,https://dev.thegoodparty.org/scrape/candidates,523|Dan Bishop|incumbent,https://ballotpedia.org/Dan_Bishop,Dan Bishop,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Dan_Bishop_portrait.jpg,null,Official website,https://danbishop.house.gov/,Official Facebook,https://www.facebook.com/repdanbishop/,Official Twitter,https://www.twitter.com/RepDanBishop,Campaign website,https://votedanbishop.com/home/,Campaign Facebook,https://www.facebook.com/votedanbishop,Campaign Twitter,https://www.twitter.com/jdanbishop
1585130017-1043,https://dev.thegoodparty.org/scrape/candidates,451|Alexandria Ocasio-Cortez|incumbent,https://ballotpedia.org/Alexandria_Ocasio-Cortez,Alexandria Ocasio-Cortez,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Alexandria_Ocasio-Cortez.jpg,null,Official website,https://ocasio-cortez.house.gov/,Official Facebook,https://www.facebook.com/repAOC/,Official Twitter,https://www.twitter.com/RepAOC,Campaign website,https://www.ocasiocortez.com/,Campaign Facebook,https://www.facebook.com/OcasioCortez/,Campaign Twitter,https://www.twitter.com/AOC
1585130754-1107,https://dev.thegoodparty.org/scrape/candidates,363|Elise Stefanik|incumbent,https://ballotpedia.org/Elise_Stefanik,Elise Stefanik,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Elise_Stefanik_official_congressional_photo.jpg,null,Official website,https://stefanik.house.gov/,Official Facebook,https://www.facebook.com/RepEliseStefanik/,Official Twitter,https://www.twitter.com/RepStefanik,Campaign website,https://eliseforcongress.com/,Campaign Facebook,https://www.facebook.com/EliseforCongress,Campaign Twitter,https://www.twitter.com/EliseStefanik
1585126708-488,https://dev.thegoodparty.org/scrape/candidates,1247|Tawnja Zahradka|,https://ballotpedia.org/Tawnja_Zahradka,Tawnja Zahradka,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Tawnja_Zahradka.jpg,null,Campaign website,https://www.tawnjaforcongress.com/,Campaign Facebook,https://www.facebook.com/TawnjaForCongress,Campaign Twitter,https://www.twitter.com/Tawnja4Congress,Personal Facebook,https://www.facebook.com/tawnja.zahradka,null,,null,
1585125813-319,https://dev.thegoodparty.org/scrape/candidates,1432|Danielle Stella|,https://ballotpedia.org/Danielle_Stella,Danielle Stella,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/stella-official.png,null,Campaign website,https://www.stella2020.com/,Campaign Facebook,https://www.facebook.com/stella4congress,Personal Facebook,https://www.facebook.com/danielle.stella.5621,null,,null,,null,
1585134823-1231,https://dev.thegoodparty.org/scrape/candidates,116|Lindsey Graham|incumbent,https://ballotpedia.org/Lindsey_Graham,Lindsey Graham,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Lindsey_Graham.jpg,null,Official website,https://www.lgraham.senate.gov/public/,Official Facebook,https://www.facebook.com/USSenatorLindseyGraham/,Campaign website,https://www.lindseygraham.com/,Campaign Facebook,https://www.facebook.com/LindseyGrahamSC/,Campaign Twitter,https://www.twitter.com/LindseyGrahamSC,null,
1585129576-981,https://dev.thegoodparty.org/scrape/candidates,484|Greg Pence|incumbent,https://ballotpedia.org/Greg_Pence,Greg Pence,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/GREG_PENCE_RESIZE.jpg,null,Official website,https://pence.house.gov/,Official Facebook,https://www.facebook.com/RepGregPence/,Official Twitter,https://www.twitter.com/RepGregPence,Campaign website,https://gregpenceforcongress.com/,Campaign Facebook,https://www.facebook.com/GregPenceIN/,Campaign Twitter,https://www.twitter.com/GregPenceIN
1585124340-45,https://dev.thegoodparty.org/scrape/candidates,1724|Scyller Borglum|,https://ballotpedia.org/Scyller_Borglum,Scyller Borglum,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Borglum_2017.jpg,null,Official Facebook,https://www.facebook.com/BorglumSD,Campaign website,https://borglumforsenate.rocks/,Campaign Facebook,https://www.facebook.com/BorglumStateRep32/,null,,null,,null,
